"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"26",26,303015680132,0,0,0,0,38,7,0,4,5,2,0,0,7,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"March",2017,704599.8125,9202.1259765625,9202.1259765625,0,0,7,18,14,223,1243,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"27",27,303015680145,0,0,0,0,68,7,0,4,5,3,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",28,"March",2017,689975.3125,0,0,0,0,8,18,14,223,1243,1,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"28",28,303015680159,0,0,0,0,13,7,0,3,5,3,3,0,5,7,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",28,"March",2017,522319.5625,20291.8671875,6134.75048828125,0,14157.1162109375,7,18,13,223,1243,1,2016,1,0,NA,NA,0,NA,0,7,0,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"29",29,303015680172,0,0,0,0,10,7,0,3,7,6,0,0,6,2,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"March",2017,543941.3125,6134.75048828125,6134.75048828125,0,0,7,18,13,223,1243,1,2016,1,0,"19",NA,0,NA,1,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"30",30,303015680185,0,0,0,0,0,7,0,1,7,1,0,0,4,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"March",2017,205462.5,0,0,0,0,7,17,14,223,1243,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,NA
"31",31,303015680198,0,0,0,0,0,7,0,3,7,3,0,0,4,0,7,5.6,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",28,"March",2017,428981.625,0,0,0,0,7,18,14,223,1243,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"32",32,303015680212,0,0,0,0,0,7,2,4,7,5,2,0,6,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"March",2017,398251.8125,3680.85034179688,3680.85034179688,0,0,8,18,12,223,1243,0,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.331859,35.457338,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA
"33",33,303015690007,0,0,0,0,0,7,3,2,7,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",18,"May",2016,496839.46875,1120.16760253906,1120.16760253906,0,0,2,9,15,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",2,NA
"34",34,303015690014,0,0,0,0,0,7,0,5,7,7,0,0,4,7,7,7,"christianity",1,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",19,"May",2016,882578.5625,7565.43994140625,5460.8173828125,488.996246337891,1615.62634277344,2,9,12,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",6,NA
"35",35,303015690021,0,0,0,0,9,7,3,3,7,4,2,0,5,7,7,7,"christianity",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",3,0,0,"Zomba Non-City",20,"May",2016,799068,43406.49609375,1400.20959472656,42006.28515625,0,2,8,15,218,1260,0,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",2,NA
"36",36,303015690036,0,0,0,0,0,7,3,4,7,3,6,7,5,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",20,"May",2016,693196.0625,2800.41918945312,2800.41918945312,0,0,2,9,12,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",3,NA
"37",37,303015690042,0,0,0,1,0,7,7,7,7,2,2,0,7,7,7,4,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",20,"May",2016,765162.5625,0,0,0,0,2,9,13,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",3,NA
"38",38,303015690049,0,0,0,1,1,7,3,3,7,3,1,0,7,7,7,7,"christianity",1,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",19,"May",2016,1628691.75,22403.3515625,14002.095703125,8401.2568359375,0,2,9,12,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,600,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",4,NA
"39",39,303015690064,0,0,0,0,24,7,3,7,7,5,2,7,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",20,"May",2016,3839734,27304.0859375,27304.0859375,0,0,3,9,12,218,1260,1,2016,1,0,"19",NA,0,NA,1,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"40",40,303015690071,0,0,0,1,56,7,1,3,7,3,6,5,7,7,5,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",3,1,0,"Zomba Non-City",23,"May",2016,2532813.75,53207.9609375,53207.9609375,0,0,2,8,14,215,1270,1,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",7,NA
"41",41,303015690078,0,0,0,0,0,7,3,2,4,0,1,4,7,7,7,7,"christianity",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",1,0,0,"Zomba Non-City",20,"May",2016,639776.1875,32969.55078125,30384.546875,0,2585.00219726562,2,8,13,216,1263,1,2016,1,0,"1",NA,0,NA,1,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"42",42,303015690093,0,0,0,0,0,7,2,2,7,0,2,0,7,7,7,7,"christianity",0,"It was more than adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs",1,0,0,"Zomba Non-City",23,"May",2016,983634.375,104735.671875,33605.02734375,71130.6484375,0,2,8,12,216,1263,1,2016,1,0,NA,NA,0,NA,0,NA,NA,5080,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"43",43,303015690100,0,0,0,1,14,7,1,2,7,1,2,0,7,1,7,7,"christianity",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",2,0,0,"Zomba Non-City",21,"May",2016,1039946.1875,132179.78125,36965.53125,74211.109375,21003.142578125,2,8,13,216,1263,1,2016,1,0,NA,NA,0,NA,0,NA,NA,5300,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",7,NA
"44",44,303015690107,0,0,0,0,0,7,1,2,7,0,3,0,7,3,7,7,"none",1,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",3,0,0,"Zomba Non-City",19,"May",2016,868268.625,44806.70703125,44806.70703125,0,0,2,8,13,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",7,NA
"45",45,303015690120,0,0,0,1,0,7,2,4,7,7,5,1,7,7,7,7,"islam",1,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",21,"May",2016,1643622.125,57473.21484375,54188.109375,0,3285.10693359375,2,8,13,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",7,NA
"46",46,303015690127,0,0,0,0,0,7,3,2,7,5,4,0,7,7,7,6.75,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",23,"May",2016,1108223.5,57408.59375,8401.2568359375,49007.3359375,0,2,8,13,216,1263,1,2016,0,0,NA,NA,0,NA,0,NA,NA,3500,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",4,NA
"47",47,303015690134,0,0,0,0,0,7,1,3,7,3,1,0,3,4,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba Non-City",20,"May",2016,692370.1875,7281.08984375,7281.08984375,0,0,2,8,13,216,1269,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",6,NA
"48",48,303015690148,0,0,0,0,0,7,1,3,7,5,1,0,7,2,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",21,"May",2016,675883.25,23859.5703125,23859.5703125,0,0,2,8,12,218,1260,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.389976,35.363563,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",4,NA
"49",49,303025700006,0,0,0,1,3,5,0,2,5,2,0,0,3,1,7,5,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",25,"January",2017,418923.5625,22629.900390625,0,22629.900390625,0,10,16,13,221,1291,1,2016,1,0,NA,NA,0,NA,0,NA,NA,1800,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",5,NA
"50",50,303025700017,0,0,0,0,0,7,0,0,7,2,0,0,0,0,7,4.66666666666667,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"January",2017,292230.8125,0,0,0,0,10,16,13,222,1288,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",3,NA
"51",51,303025700033,0,0,0,0,9,7,0,0,7,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",26,"January",2017,135112.0625,0,0,0,0,10,16,13,222,1288,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",1,NA
"52",52,303025700086,0,0,0,0,84,7,0,1,7,3,1,0,7,4,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",27,"January",2017,659466,4023.09350585938,4023.09350585938,0,0,10,16,13,222,1284,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",5,NA
"53",53,303025700103,0,0,0,1,7,7,0,6,7,7,3,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",23,"April",2017,1102859.25,3904.56323242188,3904.56323242188,0,0,9,16,14,222,1284,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",8,NA
"54",54,303025700113,0,0,0,0,10,7,0,0,4,1,0,0,4,2,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba Non-City",24,"January",2017,314679.34375,5028.86669921875,5028.86669921875,0,0,9,16,20,221,1280,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",7,NA
"55",55,303025700140,0,0,0,0,3,7,1,2,7,2,0,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",25,"January",2017,380362.46875,754.330017089844,754.330017089844,0,0,11,16,14,222,1288,1,2016,1,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",2,NA
"56",56,303025700167,0,0,0,0,7,7,0,1,3,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",25,"January",2017,259417.5,4148.8154296875,4148.8154296875,0,0,11,17,13,222,1290,1,2016,1,0,NA,NA,0,NA,0,3,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",2,NA
"57",57,303025700220,0,0,0,0,19,7,0,3,5,1,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"January",2017,326242.46875,0,0,0,0,11,17,13,222,1285,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",3,NA
"58",58,303025700247,0,0,0,0,45,7,0,3,6,4,0,0,7,6,7,4.83333333333333,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",25,"January",2017,1092242.875,3872.2275390625,3771.65014648438,100.577339172363,0,10,17,15,222,1285,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",6,NA
"59",59,303025700274,0,0,0,0,15,7,0,0,7,2,4,0,3,3,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",24,"January",2017,417529.65625,5154.58837890625,5154.58837890625,0,0,10,15,14,221,1289,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",3,NA
"60",60,303025700300,0,0,0,0,4,7,0,4,6,1,0,0,4,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",25,"January",2017,178289.296875,2514.43334960938,2514.43334960938,0,0,9,15,12,221,1286,1,2016,1,0,NA,NA,0,NA,0,4,0,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",1,NA
"61",61,303025700327,0,0,0,0,74,7,0,3,7,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",24,"January",2017,330443.09375,0,0,0,0,9,15,12,221,1286,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",2,NA
"62",62,303025700354,0,0,0,0,25,5,0,2,2,1,1,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",26,"January",2017,179810.671875,0,0,0,0,9,15,15,221,1281,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",1,NA
"63",63,303025700381,0,0,0,0,34,7,0,3,7,0,0,0,0,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",25,"January",2017,243289.234375,754.330017089844,754.330017089844,0,0,10,15,15,222,1288,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",5,NA
"64",64,303025700407,0,0,0,1,35,7,0,2,7,0,0,0,1,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",25,"January",2017,306830.40625,2021.21765136719,377.165008544922,1644.05261230469,0,10,15,13,222,1288,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.38839,35.467089,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"ZO_017",3,NA
"65",65,303025710010,0,1,1,0,10,7,0,2,7,2,7,1,5,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",3,0,0,"Zomba Non-City",27,"October",2016,889431.3125,1565.66394042969,1565.66394042969,0,0,7,11,13,217,1288,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",3,NA
"66",66,303025710021,0,1,1,0,0,7,0,3,3,2,7,0,3,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Zomba Non-City",27,"October",2016,813301.625,15656.6396484375,0,15656.6396484375,0,8,11,12,217,1288,1,2016,1,0,NA,NA,0,NA,0,NA,NA,1200,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",3,NA
"67",67,303025710031,0,1,1,0,18,7,0,5,6,4,7,0,7,4,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",27,"October",2016,956937.375,11702.3349609375,10698.7041015625,0,1003.63073730469,8,11,15,217,1292,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",6,NA
"68",68,303025710052,0,1,1,1,49,7,0,1,3,1,7,0,3,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"October",2016,767033.75,51787.34765625,15656.6396484375,11742.4794921875,24388.228515625,8,12,12,217,1294,1,2016,1,0,NA,NA,0,NA,0,NA,NA,900,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"69",69,303025710063,0,1,1,0,8,7,2,2,5,1,6,0,6,7,7,5.71428571428571,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"October",2016,735985.9375,1043.77600097656,1043.77600097656,0,0,8,12,13,217,1294,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",7,NA
"70",70,303025710073,0,1,1,0,34,7,2,0,2,4,4,0,2,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",27,"October",2016,509489.09375,0,0,0,0,8,12,13,217,1294,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"71",71,303025710094,0,1,1,0,8,7,0,7,0,2,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"October",2016,236530.703125,1304.71997070312,1304.71997070312,0,0,8,12,15,218,1288,1,2016,1,0,NA,NA,0,NA,0,3,0,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",1,NA
"72",72,303025710105,0,1,1,0,12,7,1,2,7,1,7,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",27,"October",2016,486929.6875,0,0,0,0,8,12,15,217,1294,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",2,NA
"73",73,303025710115,0,1,1,0,8,7,2,2,7,4,7,0,5,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",3,0,0,"Zomba Non-City",29,"October",2016,574591.625,0,0,0,0,8,11,13,217,1288,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"74",74,303025710136,0,1,1,0,35,7,0,3,2,3,5,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",29,"October",2016,494989.15625,0,0,0,0,8,12,13,217,1294,1,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",3,NA
"75",75,303025710147,0,1,1,0,12,7,0,3,7,4,7,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Zomba Non-City",28,"October",2016,748400.0625,3392.27197265625,3392.27197265625,0,0,8,12,13,217,1294,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",4,NA
"76",76,303025710157,0,1,1,0,63,7,2,3,3,2,7,5,3,7,7,5.6,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Zomba Non-City",28,"October",2016,1574134,0,0,0,0,8,12,13,217,1294,0,2016,0,0,"10",NA,0,NA,1,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",5,NA
"77",77,303025710178,0,1,1,0,5,7,0,2,5,6,7,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",3,0,0,"Zomba Non-City",28,"October",2016,637888.5625,0,0,0,0,7,11,14,217,1294,0,2016,1,0,"1",NA,0,NA,1,NA,NA,0,0,NA,NA,-15.420275,35.394941,TRUE,"ZO_022","School",0,1,496,1,"ZO_022",0,NA,0,NA,1,"ZO_022",1,"ZO_022",1,"ZO_022",6,NA
